SK_ID_CURR,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,DAYS_ID_PUBLISH,DAYS_EMPLOYED,AMT_CREDIT,CNT_CHILDREN,CNT_FAM_MEMBERS,OCCUPATION_TYPE,NAME_EDUCATION_TYPE,CODE_GENDER,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_YEAR,AMT_ANNUITY,AMT_INCOME_TOTAL,ORGANIZATION_TYPE,TARGET
163072,0.4988824132536365,0.6315389855350488,,-13161,-4350,-2055,337500.0,1,3.0,Sales staff,Secondary / secondary special,F,,,16875.0,112500.0,Self-employed,0
54136,,0.2211353618111076,,-10936,-2158,-1292,545040.0,0,2.0,Laborers,Secondary / secondary special,F,0.0,0.0,26640.0,135000.0,Self-employed,1
80610,,0.5771847214517271,0.2567055724393002,-7887,-239,-845,180000.0,0,2.0,Sales staff,Higher education,F,0.0,0.0,9000.0,85500.0,Trade: type 7,1
34457,0.4407440683494303,0.5096770801723647,0.4241303111942548,-16324,-4332,-142,604152.0,2,4.0,Security staff,Higher education,M,0.0,1.0,30978.0,225000.0,Industry: type 9,1
115732,,0.6742320292007714,0.3622772470384314,-23111,-4216,365243,497520.0,0,1.0,,Higher education,F,0.0,6.0,33246.0,180000.0,XNA,0
28298,0.1790368902846957,0.3452238583921656,0.1161249142719599,-14168,-3144,-447,323460.0,0,2.0,Sales staff,Higher education,F,0.0,2.0,25159.5,135000.0,Trade: type 7,1
279487,0.7800658794103241,0.3901396353342427,0.1997705696341145,-17771,-1224,-1626,180000.0,0,1.0,Managers,Higher education,F,0.0,0.0,9000.0,360000.0,Self-employed,0
129828,0.5657612963954641,0.5539785717668033,0.3859146722745145,-13019,-4316,-696,224149.5,1,3.0,,Incomplete higher,F,0.0,2.0,26730.0,135000.0,Self-employed,0
117753,,0.0829542569142887,,-21144,-4001,-2895,590337.0,0,2.0,Drivers,Incomplete higher,M,,,25011.0,180000.0,Transport: type 4,1
287732,,0.5546538692478965,0.646329897706246,-14035,-3940,-5859,1125000.0,2,4.0,Laborers,Higher education,F,0.0,1.0,44617.5,202500.0,Business Entity Type 3,0
256903,,0.2279891422889738,0.8106180215523969,-15877,-3903,-7304,1231272.0,1,3.0,Laborers,Secondary / secondary special,M,0.0,1.0,36130.5,180000.0,Business Entity Type 3,0
63416,0.2158437447167083,0.5043752883286106,,-18842,-2327,-101,450000.0,0,2.0,Drivers,Secondary / secondary special,M,,,21109.5,81000.0,Self-employed,1
258147,0.8070770425335037,0.6332470736446594,0.3328505641648731,-24362,-4266,365243,254700.0,0,1.0,,Secondary / secondary special,F,0.0,6.0,14751.0,112500.0,XNA,0
64619,0.7683630427649542,0.6314321199171024,0.8327850252992314,-19726,-3258,-1480,270000.0,0,1.0,,Secondary / secondary special,F,1.0,1.0,18112.5,85500.0,Industry: type 11,0
5161,0.4462177471159625,0.7266617133577509,0.2837118826350007,-12061,-4736,-289,684657.0,2,4.0,Sales staff,Secondary / secondary special,F,0.0,6.0,26527.5,159750.0,Business Entity Type 1,0
60878,,0.6504814651394691,0.3185955240537633,-15936,-4328,-3088,225000.0,3,5.0,Drivers,Secondary / secondary special,M,0.0,2.0,17775.0,90000.0,Industry: type 3,1
101398,0.3142369148396868,0.2682417794178184,0.083364197740675,-11330,-2399,-2248,382500.0,0,2.0,Cooking staff,Secondary / secondary special,F,0.0,5.0,25690.5,146700.0,School,1
101302,0.0553607245501481,0.5634995579766136,0.1974745115685422,-11883,-1006,-1858,332473.5,0,2.0,Laborers,Secondary / secondary special,M,0.0,2.0,24322.5,225000.0,Business Entity Type 3,1
147691,0.2490540715181012,0.7695098247345192,0.1614630800057724,-10407,-2311,-3611,135000.0,1,3.0,Core staff,Higher education,F,0.0,0.0,6750.0,157500.0,Trade: type 2,0
100234,0.5729070289238808,0.6400154255663288,0.6041125998015721,-13625,-3709,-2510,997335.0,1,3.0,Core staff,Higher education,F,0.0,2.0,29290.5,135000.0,Military,0
237310,,0.2787469612429508,,-17383,-938,-635,562491.0,0,2.0,Sales staff,Secondary / secondary special,F,,,15916.5,135000.0,Trade: type 7,1
128689,,0.119674233731369,0.445396241560834,-14714,-4605,-4974,450000.0,2,3.0,Security staff,Secondary / secondary special,F,0.0,1.0,35685.0,247500.0,Business Entity Type 3,1
93804,0.3726642727596883,0.4185927686577289,0.3031463744186309,-18285,-1847,-2272,832977.0,2,4.0,Drivers,Secondary / secondary special,M,0.0,8.0,42660.0,247500.0,Business Entity Type 3,1
161401,0.6628917027514163,0.5258372653971687,0.4311917977993083,-17433,-908,-1367,808650.0,0,1.0,Sales staff,Secondary / secondary special,F,0.0,0.0,26217.0,157500.0,Self-employed,1
272888,,0.5615084189738873,0.8297501422395771,-18135,-1690,-4309,728460.0,1,3.0,Sales staff,Secondary / secondary special,F,0.0,2.0,38938.5,90000.0,Self-employed,0
130871,0.6402224465761942,0.5139770931230321,0.3123653692278984,-19898,-2063,365243,1096020.0,0,1.0,,Secondary / secondary special,F,0.0,8.0,56092.5,112500.0,XNA,0
307126,,0.7479238372624655,0.8245949709919925,-21478,-4506,365243,612612.0,0,1.0,,Secondary / secondary special,F,0.0,2.0,26982.0,90000.0,XNA,1
219016,,0.3936520603176541,0.1735274304649146,-8824,-1360,-1149,1102171.5,0,2.0,Sales staff,Secondary / secondary special,F,0.0,3.0,46827.0,225000.0,Self-employed,1
248537,0.7106091418190233,0.6828838597757076,0.7958031328748403,-21390,-4678,365243,159264.0,0,2.0,,Higher education,F,0.0,1.0,5571.0,85500.0,XNA,1
37577,0.5209115281695397,0.4156845143305418,0.3689687382528466,-15374,-4609,-5167,912541.5,2,4.0,,Secondary / secondary special,F,0.0,5.0,30159.0,157500.0,Agriculture,0
169910,,0.0819763951943065,0.2103502286944494,-16081,-4121,-505,325908.0,0,1.0,Laborers,Secondary / secondary special,M,0.0,2.0,17811.0,180000.0,Self-employed,0
252402,,0.568071315467294,0.7476633896301825,-12113,-4556,-1342,50940.0,2,4.0,Drivers,Secondary / secondary special,M,0.0,1.0,5616.0,135000.0,Business Entity Type 3,1
48493,0.5415233841249987,0.5110923943946433,0.6832688314232291,-15921,-4242,-2175,90000.0,1,3.0,Managers,Secondary / secondary special,M,0.0,3.0,9580.5,135000.0,Emergency,0
84175,0.6076623082704503,0.6005326249737487,0.41534714488434,-12176,-1462,-3742,1288350.0,0,2.0,Medicine staff,Lower secondary,F,0.0,2.0,41692.5,157500.0,Medicine,0
121627,,0.190910356523537,0.3606125659189888,-12758,-1232,-978,518562.0,2,4.0,Laborers,Secondary / secondary special,M,0.0,7.0,25078.5,225000.0,Business Entity Type 3,1
193792,0.4756162858707502,0.3626575572224362,0.4920600938649263,-19196,-2676,-463,379008.0,0,2.0,Laborers,Secondary / secondary special,M,0.0,1.0,40815.0,157500.0,Business Entity Type 1,1
167540,,0.5892977772026421,0.4776491548517548,-10056,-2645,-507,199467.0,0,1.0,,Secondary / secondary special,F,0.0,2.0,17194.5,112500.0,Business Entity Type 3,1
246477,0.2411904425427031,0.0790099790398752,0.3441550073724169,-9587,-2263,-1736,162000.0,0,2.0,Laborers,Secondary / secondary special,M,1.0,2.0,12928.5,157500.0,Construction,1
285817,0.1527730193310395,0.1433133070433437,0.164414178829907,-11131,-3466,-826,269550.0,0,1.0,Laborers,Secondary / secondary special,M,0.0,6.0,18234.0,135000.0,Trade: type 7,1
197559,,0.5736747302888131,0.4507472818545589,-11217,-3396,-648,545040.0,2,4.0,Sales staff,Secondary / secondary special,F,0.0,3.0,26640.0,112500.0,Self-employed,1
261768,,0.258694789198233,0.5406544504453575,-16914,-464,-825,961146.0,0,2.0,Laborers,Secondary / secondary special,M,0.0,2.0,28233.0,135000.0,Business Entity Type 2,1
18641,0.6485332748698558,0.1030961342976934,0.1473459180275725,-9872,-2555,-1181,490500.0,0,2.0,Secretaries,Secondary / secondary special,F,1.0,1.0,45117.0,121500.0,Business Entity Type 3,0
255975,,0.3179202478075347,,-11148,-1261,-1143,1223010.0,0,1.0,Drivers,Secondary / secondary special,F,,,51948.0,270000.0,Business Entity Type 3,1
263378,0.8447804584567231,0.3411229075988826,0.7662336700704004,-22649,-4322,365243,261000.0,0,2.0,,Secondary / secondary special,F,0.0,5.0,9504.0,112500.0,XNA,0
179826,,0.1876887433431096,0.2750003523983893,-9797,-2453,-1686,450000.0,0,2.0,Core staff,Higher education,F,0.0,0.0,29299.5,171000.0,Security Ministries,1
156738,0.2980392482290209,0.573963507883518,0.5334816299804352,-12938,-1238,-521,741276.0,2,3.0,Sales staff,Higher education,F,0.0,2.0,28854.0,157500.0,Trade: type 3,1
135595,0.3499923678111376,0.3075992211961217,0.2176285202779586,-18145,-1704,-3604,889515.0,0,2.0,Drivers,Secondary / secondary special,M,0.0,0.0,26005.5,67500.0,Government,1
255064,,0.748204082783147,0.6674577419214722,-23698,-5017,365243,755550.0,0,1.0,,Secondary / secondary special,F,0.0,3.0,30465.0,220500.0,XNA,0
68346,,0.0934453265892372,0.4507472818545589,-17010,-549,-4621,1303812.0,0,2.0,Drivers,Secondary / secondary special,M,0.0,6.0,35982.0,121500.0,Self-employed,1
93086,0.0602713464318267,0.3835730673850976,0.2238313174701554,-9814,-184,-164,463500.0,1,3.0,Laborers,Secondary / secondary special,M,0.0,4.0,25272.0,225000.0,Business Entity Type 3,1
297696,0.6086586668352643,0.2172023058886188,0.2721336844147212,-8427,-790,-552,349258.5,0,1.0,Laborers,Secondary / secondary special,M,0.0,5.0,16312.5,135000.0,Business Entity Type 3,1
175285,0.5095527492052135,0.5095404582583649,0.2151824041847538,-11169,-2708,-1594,755190.0,2,4.0,Sales staff,Secondary / secondary special,F,0.0,1.0,32125.5,135000.0,Business Entity Type 3,0
207726,,0.6099628014385122,0.2594676548211199,-9057,-1709,-474,178290.0,0,1.0,,Higher education,M,0.0,7.0,20295.0,180000.0,Business Entity Type 3,0
233411,,0.2939875845022613,0.4740512892789932,-21361,-4859,365243,119925.0,0,2.0,,Secondary / secondary special,F,0.0,1.0,12415.5,72000.0,XNA,0
213490,,0.6237506424134491,,-22480,-4348,365243,431280.0,0,2.0,,Secondary / secondary special,F,,,23526.0,67500.0,XNA,1
266585,,0.4096107593362045,0.520897599048938,-11543,-3277,-979,381528.0,0,1.0,Sales staff,Secondary / secondary special,F,0.0,2.0,18684.0,112500.0,Self-employed,1
282206,0.1899627809739506,0.0203420645310763,,-9940,-2605,-920,156384.0,0,1.0,Laborers,Secondary / secondary special,M,2.0,2.0,18688.5,90000.0,Business Entity Type 3,1
120345,,0.6390626564309717,,-16971,-515,-277,450000.0,0,2.0,Laborers,Secondary / secondary special,M,1.0,3.0,24412.5,180000.0,Business Entity Type 3,0
92068,,0.7166520231782578,,-10323,-2359,-914,312768.0,0,1.0,,Higher education,F,,,15966.0,135000.0,Business Entity Type 3,1
188766,0.6349957816677606,0.4768606543706932,0.6512602186973006,-13922,-4300,-6570,675000.0,1,3.0,Core staff,Higher education,F,0.0,5.0,19867.5,81000.0,Medicine,0
124673,0.0617008230843062,0.6300315019199498,,-10586,-3042,-2676,225000.0,0,1.0,,Secondary / secondary special,M,,,15165.0,112500.0,Business Entity Type 3,1
258310,0.1188896948697259,0.6070350898398232,0.3139166772114369,-9389,-1881,-1411,568800.0,0,1.0,Laborers,Secondary / secondary special,M,0.0,1.0,15772.5,168750.0,Trade: type 7,1
150329,0.5137337552013536,0.7639168437690292,0.0371194125972502,-10579,-3172,-2357,482593.5,0,2.0,Managers,Secondary / secondary special,M,0.0,0.0,32251.5,180000.0,Transport: type 4,1
19051,,0.4579082411585895,,-12660,-3966,-3745,284400.0,3,4.0,Laborers,Secondary / secondary special,F,,,13257.0,81000.0,Agriculture,1
53599,,0.6757431753251181,0.7623356180684377,-13065,-4564,-897,568800.0,2,4.0,Laborers,Higher education,M,0.0,5.0,16429.5,202500.0,Construction,1
34058,0.4472708239351135,0.671898251669939,,-10773,-2450,-1167,180000.0,2,4.0,Core staff,Higher education,F,0.0,0.0,9000.0,94500.0,Government,0
119859,,0.2665197753925157,,-11959,-4506,-228,473661.0,0,2.0,,Secondary / secondary special,M,,,23166.0,90000.0,Industry: type 11,1
4005,0.2336324005199722,0.6487194355301235,0.6528965519806539,-13843,-4206,-159,352422.0,0,1.0,Laborers,Secondary / secondary special,M,0.0,2.0,28386.0,112500.0,Construction,1
99950,0.4682014539723574,0.231156750476442,0.6512602186973006,-14573,-4601,-3462,539100.0,2,4.0,Laborers,Secondary / secondary special,F,0.0,5.0,25933.5,112500.0,Industry: type 3,1
17058,,0.1347967704094508,0.5370699579791587,-10319,-1140,-1326,327024.0,0,2.0,Laborers,Secondary / secondary special,M,0.0,0.0,21982.5,112500.0,Business Entity Type 3,1
265015,,0.4793378580192788,0.5549467685334323,-9939,-1015,-1286,203760.0,2,4.0,,Higher education,F,0.0,0.0,13747.5,90000.0,Medicine,1
257608,,0.7461924725118102,0.4206109640437848,-18548,-2101,-1532,143910.0,0,2.0,Waiters/barmen staff,Secondary / secondary special,F,0.0,1.0,14233.5,112500.0,Medicine,0
93934,,0.696593542521701,0.5656079814115492,-18950,-2489,365243,112500.0,0,2.0,,Secondary / secondary special,M,0.0,2.0,8833.5,103500.0,XNA,0
118035,,0.4243673318833682,0.4668640059537032,-17464,-1010,-2321,1303812.0,0,2.0,Drivers,Secondary / secondary special,M,0.0,1.0,38250.0,495000.0,Self-employed,1
115800,,0.1249412018319086,,-21101,-4279,-887,202500.0,0,2.0,Laborers,Secondary / secondary special,M,0.0,0.0,10125.0,90000.0,Self-employed,1
280034,0.3270149635423712,0.6992766428380922,,-10317,-2815,-394,582768.0,1,3.0,Core staff,Secondary / secondary special,F,0.0,0.0,32670.0,110052.0,School,1
222774,,0.2526855393432237,,-13225,-565,-1128,349258.5,0,2.0,Laborers,Higher education,M,,,21235.5,112500.0,Business Entity Type 3,1
24485,,0.2464768757430595,0.4596904504249018,-13909,-3751,-6583,835380.0,0,2.0,Laborers,Secondary / secondary special,M,0.0,6.0,45445.5,292500.0,Business Entity Type 3,1
241960,0.6399597512527463,0.1902188780044798,,-13051,-4172,-5313,1197000.0,1,3.0,Laborers,Secondary / secondary special,F,,,35127.0,103500.0,Business Entity Type 3,0
253303,0.7363396814623312,0.6454835308741504,0.6279908192952864,-21367,-3430,-14124,379008.0,0,2.0,Laborers,Secondary / secondary special,F,0.0,4.0,37053.0,148500.0,Business Entity Type 2,0
88830,0.3520221237573055,0.6069307575693312,,-14622,-3346,-585,675000.0,0,2.0,Core staff,Incomplete higher,F,,,33750.0,270000.0,Trade: type 7,1
10788,,0.6987797703519731,0.3944954053123993,-20081,-3588,365243,2013840.0,0,2.0,,Secondary / secondary special,M,0.0,3.0,55507.5,427500.0,XNA,1
126610,0.5196274936158055,0.1669754893053749,0.4507472818545589,-14767,-4253,-995,540000.0,0,2.0,Cleaning staff,Secondary / secondary special,F,0.0,1.0,26109.0,180000.0,Transport: type 4,0
167223,0.5418415894951231,0.3659289978720788,0.1325974952361461,-11492,-2020,-1539,225000.0,0,2.0,Sales staff,Incomplete higher,F,1.0,1.0,16501.5,189000.0,Other,1
137905,0.7219184745476908,0.7715628771086498,,-14661,-363,-2061,1305000.0,0,2.0,Managers,Secondary / secondary special,F,1.0,0.0,36018.0,157500.0,Trade: type 7,0
15096,,0.4589017590797157,0.2793353208976285,-11538,-4144,-2408,508495.5,1,3.0,Laborers,Higher education,M,0.0,0.0,24592.5,180000.0,Telecom,0
22912,0.4121873075351679,0.5086441841004986,0.6006575372857061,-13004,-2789,-1211,906228.0,3,5.0,Core staff,Secondary / secondary special,F,0.0,2.0,36067.5,67500.0,Postal,1
48126,,0.3792907395449776,0.4507472818545589,-21000,-4192,365243,1451790.0,0,2.0,,Higher education,M,0.0,1.0,52276.5,90000.0,XNA,0
199243,0.3899621508033965,0.6346780701565842,,-11615,-4098,-1288,254700.0,0,1.0,Realty agents,Secondary / secondary special,F,,,26874.0,90000.0,Services,0
49179,,0.5317763310101923,0.3123653692278984,-23673,-3924,365243,277969.5,0,2.0,,Secondary / secondary special,F,0.0,9.0,9499.5,216000.0,XNA,0
270082,0.2391482611354657,0.372207339529252,0.0744606878956731,-11444,-1178,-4401,697500.0,0,2.0,Medicine staff,Secondary / secondary special,F,0.0,1.0,29682.0,67500.0,Medicine,1
62486,,0.7008836618069889,0.1168672659157136,-13736,-2182,-1333,450000.0,2,4.0,Drivers,Secondary / secondary special,M,2.0,0.0,35685.0,247500.0,Transport: type 3,0
61213,,0.5424591624692978,,-17079,-606,-1062,835380.0,0,2.0,,Secondary / secondary special,M,,,40320.0,135000.0,Business Entity Type 3,1
5619,0.8624660275435708,0.7340556010884502,0.656158373001177,-22851,-4817,365243,1006920.0,0,2.0,,Higher education,F,0.0,1.0,39933.0,81000.0,XNA,0
140833,,0.1708060626843829,,-15227,-4961,-1385,497520.0,0,2.0,,Secondary / secondary special,M,,,32391.0,202500.0,Self-employed,0
68863,,0.3096288896302463,0.3170317785834444,-14151,-5271,-6483,900000.0,1,3.0,Laborers,Secondary / secondary special,M,0.0,0.0,46084.5,225000.0,Business Entity Type 1,1
102368,,0.6404838443007084,0.3723336657058204,-21035,-4017,-3053,942300.0,0,2.0,Security staff,Secondary / secondary special,M,0.0,0.0,30528.0,225000.0,Housing,0
248741,,0.6970832230607414,0.475849908720221,-23325,-4609,365243,877500.0,0,2.0,,Secondary / secondary special,F,0.0,3.0,28998.0,81000.0,XNA,0
77721,,0.5979593944418736,,-9870,-2559,-635,315000.0,2,4.0,,Secondary / secondary special,M,,,20506.5,180000.0,Business Entity Type 3,0
218688,0.6736705084630261,0.5630907321104632,0.2263473957097693,-14467,-4606,-3284,450000.0,0,2.0,High skill tech staff,Higher education,F,0.0,1.0,22977.0,76500.0,Industry: type 11,0
78652,,0.72213010577729,,-16076,-4375,-908,385375.5,1,3.0,Managers,Higher education,F,,,40594.5,225000.0,Government,0
238340,,0.7500042344815371,,-19707,-3220,-5173,1762110.0,0,2.0,Accountants,Secondary / secondary special,F,,,72850.5,270000.0,Industry: type 7,0
253905,,0.1049220201548952,0.5832379256761245,-13344,-4855,-3385,119925.0,0,2.0,Low-skill Laborers,Secondary / secondary special,M,0.0,4.0,12915.0,90000.0,Trade: type 7,1
60242,,0.3587395191716368,,-18793,-1213,-112,180000.0,0,2.0,Managers,Secondary / secondary special,M,0.0,0.0,9000.0,135000.0,School,1
302452,0.5651162050446666,0.4473925630882375,0.5937175866150576,-16647,-198,-6146,1022022.0,0,2.0,Core staff,Higher education,F,0.0,3.0,43299.0,180000.0,Medicine,0
6913,,0.4399872586380535,0.2525986978339766,-14942,-4362,-749,284400.0,0,1.0,Laborers,Secondary / secondary special,M,1.0,0.0,19134.0,90000.0,Business Entity Type 1,1
206265,,0.4499024398134776,0.6986675550534175,-17216,-769,-5341,508495.5,0,2.0,Sales staff,Secondary / secondary special,F,0.0,5.0,24592.5,90000.0,Self-employed,1
27788,0.7954256481757845,0.6169164019496665,0.180887977767074,-23048,-870,365243,1971072.0,0,2.0,,Secondary / secondary special,F,0.0,0.0,68643.0,225000.0,XNA,0
56399,0.5719940412373605,0.4255803748772366,,-16291,-4667,-662,1047771.0,0,2.0,,Secondary / secondary special,F,0.0,2.0,37764.0,315000.0,Business Entity Type 3,1
81898,,0.4540405850714414,0.100151820337239,-10935,-3629,-661,1046142.0,0,1.0,Laborers,Higher education,M,0.0,0.0,27724.5,202500.0,Business Entity Type 2,1
256644,0.256505190973484,0.5407598761730376,,-12688,-2044,-1997,405000.0,0,2.0,Accountants,Higher education,F,0.0,0.0,32472.0,135000.0,Transport: type 4,1
286836,0.1771362327430155,0.0393493813545182,0.4258928980051529,-14273,-3774,-284,225000.0,0,1.0,Sales staff,Secondary / secondary special,M,0.0,3.0,8613.0,112500.0,Self-employed,1
3471,0.3122934382698267,0.3680320997645689,,-11018,-3493,-4398,308133.0,1,3.0,Laborers,Secondary / secondary special,F,0.0,1.0,13702.5,90000.0,Business Entity Type 2,0
261483,,0.0266109224193308,,-7773,-433,-127,157500.0,0,1.0,,Secondary / secondary special,F,,,7875.0,45000.0,Business Entity Type 3,1
187638,,0.5864633494002353,,-13661,-5233,-356,675000.0,0,2.0,Sales staff,Higher education,F,,,30501.0,202500.0,Trade: type 7,0
11667,,0.3193350132782785,,-11436,-660,-371,829224.0,0,2.0,Managers,Secondary / secondary special,F,,,22932.0,81000.0,Business Entity Type 3,1
136113,,0.6007424418747659,0.2458512138252296,-9770,-2442,-169,225000.0,2,4.0,,Secondary / secondary special,M,0.0,0.0,11074.5,135000.0,Business Entity Type 3,1
128997,,0.592147413979745,0.3046721837533529,-17814,-763,-4938,1096020.0,1,2.0,Accountants,Higher education,F,1.0,4.0,52726.5,225000.0,Transport: type 4,0
200319,,0.6286235866699611,0.4722533429586386,-17734,-1247,-4727,225000.0,1,3.0,Laborers,Secondary / secondary special,F,0.0,3.0,17905.5,103500.0,Business Entity Type 3,1
140213,,0.0573428055568059,0.3123653692278984,-12854,-2015,-238,840951.0,1,3.0,Drivers,Secondary / secondary special,M,1.0,1.0,35761.5,130500.0,Self-employed,1
285183,,0.5995932432548349,,-18242,-1780,-1588,405000.0,0,1.0,Sales staff,Secondary / secondary special,F,0.0,0.0,19008.0,81000.0,Self-employed,1
179780,,0.6837261783401599,,-18496,-2030,-8506,537282.0,0,2.0,Laborers,Secondary / secondary special,F,,,15084.0,90000.0,Housing,0
294302,0.777952171834157,0.5017130151528871,0.0435258067892661,-9006,-1684,-855,270000.0,0,1.0,Drivers,Secondary / secondary special,M,0.0,0.0,13783.5,157500.0,Business Entity Type 3,1
46652,0.3451176000319411,0.4400465290208253,0.6754132910917112,-11726,-2677,-652,331632.0,1,3.0,Managers,Secondary / secondary special,F,0.0,1.0,34951.5,225000.0,Agriculture,0
245258,0.2556093803841097,0.7001679985236048,0.221335206354466,-14807,-1674,-567,339241.5,1,3.0,Low-skill Laborers,Secondary / secondary special,M,0.0,0.0,15943.5,90000.0,Business Entity Type 3,0
194434,,0.5518595575690509,0.1229554179088549,-18875,-2402,-605,314055.0,0,2.0,Accountants,Secondary / secondary special,F,0.0,0.0,16164.0,130500.0,Other,1
167318,0.319116406544795,0.1767204415769705,,-17500,-1011,-1568,497520.0,1,3.0,Low-skill Laborers,Secondary / secondary special,M,1.0,0.0,33246.0,112500.0,Business Entity Type 3,1
208183,,0.4685105617020201,0.6610235391308081,-16258,-4374,-927,592560.0,0,2.0,Drivers,Secondary / secondary special,M,0.0,0.0,32274.0,184500.0,Business Entity Type 3,1
255047,,0.5750272699095527,,-23429,-2242,365243,380533.5,0,1.0,,Secondary / secondary special,F,,,16119.0,108000.0,XNA,0
58200,0.4468359895160454,0.4626071941547575,0.6109913280868294,-12717,-3272,-3024,651600.0,2,3.0,Sales staff,Secondary / secondary special,F,0.0,2.0,27522.0,216000.0,Trade: type 7,1
121797,,0.1011392772761968,0.4258928980051529,-16249,-2437,-325,157500.0,0,2.0,Core staff,Higher education,F,0.0,1.0,12573.0,112500.0,Insurance,1
227917,,0.0824731075507503,0.2103502286944494,-10008,-848,-323,284400.0,2,4.0,Managers,Secondary / secondary special,F,0.0,3.0,22599.0,135000.0,Business Entity Type 3,1
4149,,0.2858978721410488,0.7394117535524816,-22248,-4955,365243,237024.0,0,2.0,,Secondary / secondary special,F,1.0,3.0,12231.0,90000.0,XNA,1
239962,,0.5468953479491195,,-19986,-3499,365243,548775.0,2,3.0,,Secondary / secondary special,F,,,43488.0,225000.0,XNA,1
82222,,0.5842182250357898,0.4241303111942548,-16154,-2170,-1331,405000.0,1,3.0,Accountants,Higher education,F,1.0,0.0,20250.0,157500.0,Business Entity Type 3,1
5367,0.8566305067745072,0.5708592226501256,0.4920600938649263,-18223,-1776,-1664,510853.5,0,2.0,,Secondary / secondary special,F,0.0,2.0,31000.5,202500.0,Business Entity Type 3,1
19508,0.3251947739920942,0.2130009535828126,,-21505,-4136,365243,416052.0,0,1.0,,Lower secondary,F,,,20367.0,121500.0,XNA,0
26492,,0.3344267369542641,0.2955826421513093,-21466,-4639,365243,576072.0,0,1.0,,Lower secondary,F,0.0,0.0,20821.5,112500.0,XNA,1
295826,,0.6526509667129935,0.0701088438273582,-19106,-2657,-1520,1024740.0,0,2.0,Laborers,Secondary / secondary special,M,1.0,2.0,52452.0,292500.0,Business Entity Type 3,1
139245,,0.6316458382432906,0.1253078784282391,-15058,-4487,-654,1080504.0,2,4.0,Laborers,Secondary / secondary special,F,0.0,0.0,28633.5,292500.0,Construction,1
54102,0.5305362200752349,0.1726911224388845,0.1446481462546413,-14283,-2673,-669,276277.5,2,4.0,,Secondary / secondary special,F,0.0,8.0,19777.5,135000.0,Business Entity Type 3,0
305874,,0.1628826746966628,0.7826078370261895,-22368,-4028,365243,900000.0,0,2.0,,Secondary / secondary special,F,0.0,5.0,38263.5,180000.0,XNA,0
185791,0.5295167368962801,0.3599175140812164,,-15495,-4060,-8420,560664.0,1,3.0,Medicine staff,Secondary / secondary special,F,,,16393.5,112500.0,Medicine,1
